# PRIMO ver.0.1.3.1177
# CT number to mass density conversion table
# Provided by L. Brualla. March/28/2012
# Last modified: Dec/2014.
17
0     0.001
8     0.001
24    0.001
520   0.500
904   0.950
1000  1.000
1048  1.050
1128  1.100
1528  1.334
1976  1.603
2488  1.850
2824  2.100
3224  2.400
3640  2.700
3832  2.830
4000  4.5400
5000  19.300
# end
